Equipment_ID,Base_ID,Base,Type_ID,Equipment_Type,Category,Status,Last_Service,Next_Service,Fuel_Used_L,Operating_Hours,Maintenance_Cost_INR,Spare_Parts,Readiness_Pct,Downtime_Days,Is_Critical
EQ-1364,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-13,2026-09-11,554,193,17900,Low,98.1,0,0
EQ-1365,B02,Kanpur,ET05,Mobile Radar Unit,Air Defense,Maintenance,2026-06-29,2026-08-28,547,229,242700,Low,51.6,16,1
EQ-1366,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Maintenance,2026-06-30,2026-07-30,212,174,154000,Available,55.4,18,1
EQ-1367,B03,Bhopal,ET05,Mobile Radar Unit,Air Defense,Maintenance,2026-08-03,2026-10-02,436,206,198100,Critical Shortage,52.8,3,1
EQ-1368,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-06,2026-09-04,966,195,68400,Available,88.5,0,0
EQ-1369,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-20,2026-08-04,411,265,54100,Low,94.8,0,0
EQ-1370,B01,Lucknow,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-18,2026-08-17,185,156,86200,Available,87.1,0,0
EQ-1371,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-21,2026-10-19,1045,196,68400,Available,86.2,0,0
EQ-1372,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-31,2026-09-14,401,289,62100,Available,89.4,0,0
EQ-1373,B06,Jodhpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-31,2026-10-29,1320,267,80400,Available,80.7,0,0
EQ-1374,B01,Lucknow,ET05,Mobile Radar Unit,Air Defense,Operational,2026-06-28,2026-08-27,511,242,159300,Low,92.8,0,0
EQ-1375,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-01,2026-08-30,649,271,25100,Available,85.8,0,0
EQ-1376,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-17,2026-09-15,339,140,16700,Available,87.6,0,0
EQ-1377,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-13,2026-08-27,459,312,64900,Available,86.1,0,0
EQ-1378,B04,Delhi,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-10,2026-09-08,425,204,148800,Low,87.5,0,0
EQ-1379,B05,Leh,ET03,Field Diesel Generator,Power Logistics,Out of Service,2026-06-22,2026-08-06,520,391,120500,Critical Shortage,38.0,34,1
EQ-1380,B04,Delhi,ET06,Artillery Tractor,Heavy Towing,Operational,2026-08-01,2026-10-15,569,154,50200,Available,86.7,0,0
EQ-1381,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-04,2026-08-18,270,209,51500,Available,88.8,0,0
EQ-1382,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-10,2026-09-08,764,165,77800,Low,98.0,0,0
EQ-1383,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-07-31,2026-10-29,398,88,83200,Available,48.1,15,1
EQ-1384,B01,Lucknow,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-26,2026-08-25,172,168,88300,Critical Shortage,94.3,0,0
EQ-1385,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-31,2026-08-30,161,157,96600,Available,94.8,0,0
EQ-1386,B08,Pune,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-25,2026-09-08,781,202,60400,Available,90.8,0,0
EQ-1387,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Out of Service,2026-07-29,2026-09-12,366,280,167800,Low,15.1,24,1
EQ-1388,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-09,2026-08-23,556,372,69600,Available,90.8,0,0
EQ-1389,B08,Pune,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-08,2026-09-06,614,217,19400,Available,91.6,0,0
EQ-1390,B06,Jodhpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-08,2026-08-22,328,225,52900,Available,93.4,0,0
EQ-1391,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-22,2026-08-21,351,134,16500,Available,87.0,0,0
EQ-1392,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-07-07,2026-09-05,524,197,37700,Low,58.2,8,1
EQ-1393,B07,Siliguri,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-08-02,2026-09-01,143,128,84500,Available,83.2,0,0
EQ-1394,B05,Leh,ET06,Artillery Tractor,Heavy Towing,Operational,2026-05-20,2026-08-03,1024,286,64500,Available,95.9,0,0
EQ-1395,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-07,2026-08-06,603,228,22300,Available,87.1,0,0
EQ-1396,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-03,2026-08-17,311,231,52100,Available,86.3,0,0
EQ-1397,B03,Bhopal,ET05,Mobile Radar Unit,Air Defense,Operational,2026-08-05,2026-10-04,264,109,127900,Available,83.1,0,0
EQ-1398,B02,Kanpur,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-08,2026-09-06,556,262,166500,Available,84.7,0,0
EQ-1399,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-16,2026-09-14,1015,189,77400,Available,87.7,0,0
EQ-1400,B05,Leh,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-15,2026-09-28,840,256,66100,Available,86.3,0,0
EQ-1401,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-04,2026-08-18,227,164,47800,Low,95.5,0,0
EQ-1402,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-24,2026-08-08,328,224,55100,Available,97.8,0,0
EQ-1403,B01,Lucknow,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-01,2026-08-15,647,195,55600,Available,98.2,0,0
EQ-1404,B08,Pune,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-18,2026-09-01,370,262,53900,Critical Shortage,91.9,0,0
EQ-1405,B07,Siliguri,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-08-02,2026-09-01,203,172,94700,Low,91.0,0,0
EQ-1406,B07,Siliguri,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-02,2026-08-31,534,226,159600,Available,82.2,0,0
EQ-1407,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-14,2026-08-28,292,195,50200,Critical Shortage,95.1,0,0
EQ-1408,B01,Lucknow,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-19,2026-09-17,388,187,132800,Available,90.5,0,0
EQ-1409,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-13,2026-10-11,942,201,81500,Available,96.5,0,0
EQ-1410,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-05,2026-08-04,474,198,17800,Critical Shortage,95.4,0,0
EQ-1411,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-05,2026-10-03,1079,230,83800,Low,96.9,0,0
EQ-1412,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-08-04,2026-10-03,303,124,17000,Available,86.5,0,0
EQ-1413,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-07-22,2026-09-20,262,105,27900,Available,51.4,16,1
EQ-1414,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-19,2026-08-03,507,336,56000,Available,98.2,0,0
EQ-1415,B03,Bhopal,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-08-01,2026-08-31,239,211,92000,Available,97.0,0,0
EQ-1416,B05,Leh,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-15,2026-09-28,535,157,52400,Available,93.2,0,0
EQ-1417,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-21,2026-10-19,1236,272,92200,Available,93.8,0,0
EQ-1418,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-07-15,2026-08-29,386,266,99100,Critical Shortage,57.3,21,1
EQ-1419,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-30,2026-10-28,1315,253,85100,Available,90.2,0,0
EQ-1420,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-08-02,2026-10-31,1035,198,68300,Available,80.2,0,0
EQ-1421,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-07-18,2026-09-16,650,267,38700,Available,56.0,18,1
EQ-1422,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-30,2026-09-28,647,253,21400,Available,95.6,0,0
EQ-1423,B08,Pune,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-21,2026-09-04,375,245,53900,Available,94.5,0,0
EQ-1424,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-25,2026-08-24,274,243,102300,Available,98.2,0,0
EQ-1425,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-16,2026-08-15,242,227,114600,Low,82.3,0,0
EQ-1426,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-08-02,2026-10-01,686,236,21900,Low,86.4,0,0
EQ-1427,B03,Bhopal,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-16,2026-09-14,306,146,136800,Available,91.5,0,0
EQ-1428,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-06-19,2026-08-03,393,301,114500,Critical Shortage,50.8,13,1
EQ-1429,B06,Jodhpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-03,2026-08-01,1307,247,92000,Low,82.6,0,0
EQ-1430,B06,Jodhpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-13,2026-09-11,569,107,68400,Available,90.9,0,0
EQ-1431,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Maintenance,2026-07-11,2026-08-10,165,135,162600,Low,46.3,3,1
EQ-1432,B08,Pune,ET06,Artillery Tractor,Heavy Towing,Operational,2026-05-19,2026-08-02,344,93,43400,Available,80.6,0,0
EQ-1433,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-07-08,2026-09-06,401,162,26300,Low,56.8,15,1
EQ-1434,B07,Siliguri,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-19,2026-09-02,748,230,53800,Available,85.3,0,0
EQ-1435,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-22,2026-09-05,470,350,54700,Low,97.7,0,0
EQ-1436,B04,Delhi,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-11,2026-08-10,202,198,94500,Available,80.8,0,0
EQ-1437,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-04,2026-08-18,954,276,66700,Available,93.0,0,0
EQ-1438,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-18,2026-09-16,268,112,15200,Available,96.0,0,0
EQ-1439,B08,Pune,ET04,Tactical UAV Launcher,Surveillance Systems,Maintenance,2026-07-21,2026-08-20,126,109,135700,Available,51.6,20,1
EQ-1440,B01,Lucknow,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-05,2026-08-19,678,192,50000,Available,94.6,0,0
EQ-1441,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-19,2026-08-18,538,192,17700,Available,85.1,0,0
EQ-1442,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-07-19,2026-10-17,969,193,139400,Critical Shortage,64.5,15,0
EQ-1443,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-30,2026-09-13,209,135,44500,Low,87.0,0,0
EQ-1444,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-25,2026-08-24,435,170,17700,Available,84.1,0,0
EQ-1445,B04,Delhi,ET06,Artillery Tractor,Heavy Towing,Operational,2026-05-20,2026-08-03,466,129,50400,Available,82.5,0,0
EQ-1446,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-19,2026-08-17,1179,228,77000,Low,89.5,0,0
EQ-1447,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-12,2026-08-11,477,191,20100,Available,83.5,0,0
EQ-1448,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-19,2026-08-03,264,203,42000,Available,84.7,0,0
EQ-1449,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-07,2026-08-21,337,229,54800,Available,84.6,0,0
EQ-1450,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-05,2026-09-03,327,127,18700,Available,96.3,0,0
EQ-1451,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-07-14,2026-10-12,877,191,111100,Available,52.6,17,1
EQ-1452,B04,Delhi,ET06,Artillery Tractor,Heavy Towing,Operational,2026-05-25,2026-08-08,864,242,58100,Available,93.0,0,0
EQ-1453,B08,Pune,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-17,2026-09-30,476,145,51000,Low,83.2,0,0
EQ-1454,B08,Pune,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-10,2026-09-08,486,197,18400,Available,96.5,0,0
EQ-1455,B05,Leh,ET06,Artillery Tractor,Heavy Towing,Operational,2026-08-01,2026-10-15,626,168,49000,Available,83.7,0,0
EQ-1456,B02,Kanpur,ET05,Mobile Radar Unit,Air Defense,Out of Service,2026-05-14,2026-07-13,367,155,236300,Low,35.8,36,1
EQ-1457,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-29,2026-09-27,459,170,18800,Available,93.7,0,0
EQ-1458,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Operational,2026-08-01,2026-09-15,270,197,50800,Low,94.8,0,0
EQ-1459,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-08,2026-08-22,333,226,50800,Low,96.5,0,0
EQ-1460,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-05,2026-08-19,273,188,41400,Available,80.1,0,0
EQ-1461,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-03,2026-10-01,1504,293,92300,Available,90.3,0,0
EQ-1462,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-09,2026-09-07,430,176,19200,Available,98.1,0,0
EQ-1463,B01,Lucknow,ET06,Artillery Tractor,Heavy Towing,Maintenance,2026-05-19,2026-08-02,541,160,86500,Low,65.4,21,0
EQ-1464,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-13,2026-09-11,449,184,21200,Available,87.2,0,0
EQ-1465,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-24,2026-08-23,453,169,20000,Available,86.7,0,0
EQ-1466,B06,Jodhpur,ET05,Mobile Radar Unit,Air Defense,Operational,2026-06-02,2026-08-01,380,183,147800,Available,98.2,0,0
EQ-1467,B03,Bhopal,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-10,2026-08-09,270,225,94400,Critical Shortage,84.1,0,0
EQ-1468,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-08-05,2026-10-04,568,209,22300,Available,88.8,0,0
EQ-1469,B03,Bhopal,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-23,2026-09-06,551,168,52700,Critical Shortage,98.6,0,0
EQ-1470,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-08-02,2026-09-16,313,225,46000,Available,80.5,0,0
EQ-1471,B04,Delhi,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-04,2026-08-03,191,181,103600,Available,80.5,0,0
EQ-1472,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-06,2026-08-05,88,79,74300,Critical Shortage,82.6,0,0
EQ-1473,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-08-04,2026-10-03,273,106,18400,Low,85.2,0,0
EQ-1474,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-07-14,2026-10-12,1400,263,119000,Critical Shortage,57.8,10,1
EQ-1475,B03,Bhopal,ET06,Artillery Tractor,Heavy Towing,Operational,2026-07-15,2026-09-28,1017,277,62300,Critical Shortage,80.6,0,0
EQ-1476,B04,Delhi,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-27,2026-08-26,461,163,16500,Available,96.3,0,0
EQ-1477,B06,Jodhpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-09,2026-08-23,814,223,59900,Available,90.5,0,0
EQ-1478,B02,Kanpur,ET05,Mobile Radar Unit,Air Defense,Maintenance,2026-07-04,2026-09-02,514,210,183500,Available,49.7,20,1
EQ-1479,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-08-04,2026-09-18,586,444,76400,Available,92.8,0,0
EQ-1480,B05,Leh,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-01,2026-07-31,295,250,112700,Low,83.7,0,0
EQ-1481,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-09,2026-08-23,371,252,48000,Critical Shortage,97.2,0,0
EQ-1482,B01,Lucknow,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-18,2026-08-17,166,147,91400,Available,87.2,0,0
EQ-1483,B01,Lucknow,ET06,Artillery Tractor,Heavy Towing,Operational,2026-05-17,2026-07-31,434,114,46400,Available,90.6,0,0
EQ-1484,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-02,2026-08-31,453,184,18000,Available,82.7,0,0
EQ-1485,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-26,2026-09-09,278,214,45300,Available,96.1,0,0
EQ-1486,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-07-30,2026-09-13,267,174,87000,Low,54.8,4,1
EQ-1487,B04,Delhi,ET05,Mobile Radar Unit,Air Defense,Operational,2026-06-06,2026-08-05,346,162,135700,Available,87.9,0,0
EQ-1488,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-07-06,2026-09-04,318,126,29500,Available,54.7,4,1
EQ-1489,B06,Jodhpur,ET06,Artillery Tractor,Heavy Towing,Operational,2026-06-24,2026-09-07,986,279,60400,Available,86.9,0,0
EQ-1490,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-16,2026-08-14,1096,239,73200,Available,93.6,0,0
EQ-1491,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-03,2026-09-01,495,174,18900,Available,96.9,0,0
EQ-1492,B02,Kanpur,ET06,Artillery Tractor,Heavy Towing,Maintenance,2026-04-30,2026-07-14,994,268,83000,Available,51.9,6,1
EQ-1493,B08,Pune,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-23,2026-09-06,405,264,59900,Available,85.5,0,0
EQ-1494,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-17,2026-09-15,374,136,16600,Critical Shortage,84.2,0,0
EQ-1495,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-06-08,2026-08-07,702,243,36400,Critical Shortage,57.9,20,1
EQ-1496,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-15,2026-09-13,495,199,18100,Available,95.1,0,0
EQ-1497,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Out of Service,2026-07-09,2026-09-07,341,128,34300,Low,32.7,22,1
EQ-1498,B04,Delhi,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-04,2026-09-02,387,185,119800,Available,85.3,0,0
EQ-1499,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-06-14,2026-08-13,385,135,24500,Available,60.7,4,0
EQ-1500,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-08-02,2026-10-01,280,112,27400,Critical Shortage,62.1,11,0
EQ-1501,B04,Delhi,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-09,2026-08-08,245,241,104500,Available,83.7,0,0
EQ-1502,B08,Pune,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-04,2026-08-18,492,374,74300,Available,98.1,0,0
EQ-1503,B08,Pune,ET06,Artillery Tractor,Heavy Towing,Operational,2026-05-29,2026-08-12,407,125,44200,Available,84.7,0,0
EQ-1504,B06,Jodhpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-20,2026-10-18,1178,223,72300,Available,86.5,0,0
EQ-1505,B01,Lucknow,ET06,Artillery Tractor,Heavy Towing,Operational,2026-05-22,2026-08-05,609,162,57000,Available,85.0,0,0
EQ-1506,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-14,2026-08-28,330,230,53200,Available,82.3,0,0
EQ-1507,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-31,2026-10-29,830,165,79900,Low,92.0,0,0
EQ-1508,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Maintenance,2026-06-16,2026-08-15,390,136,30100,Available,47.0,8,1
EQ-1509,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-03,2026-08-17,382,262,53500,Available,85.5,0,0
EQ-1510,B04,Delhi,ET06,Artillery Tractor,Heavy Towing,Out of Service,2026-05-17,2026-07-31,565,153,129900,Critical Shortage,42.9,33,1
EQ-1511,B01,Lucknow,ET05,Mobile Radar Unit,Air Defense,Out of Service,2026-06-21,2026-08-20,488,208,272700,Available,38.8,37,1
EQ-1512,B06,Jodhpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-22,2026-09-05,377,256,54600,Available,92.6,0,0
EQ-1513,B06,Jodhpur,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-24,2026-08-08,354,245,53900,Available,91.3,0,0
EQ-1514,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Maintenance,2026-06-15,2026-09-13,750,149,106800,Available,55.9,5,1
EQ-1515,B01,Lucknow,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-22,2026-08-21,358,149,18200,Available,87.2,0,0
EQ-1516,B05,Leh,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-25,2026-08-23,1241,232,80300,Available,83.5,0,0
EQ-1517,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-03,2026-09-01,570,197,21900,Available,97.9,0,0
EQ-1518,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-02,2026-08-31,357,131,15900,Low,83.0,0,0
EQ-1519,B07,Siliguri,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-18,2026-09-16,504,179,21200,Available,96.6,0,0
EQ-1520,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-29,2026-08-28,593,208,22400,Available,83.6,0,0
EQ-1521,B01,Lucknow,ET04,Tactical UAV Launcher,Surveillance Systems,Out of Service,2026-07-19,2026-08-18,134,111,171200,Available,16.5,46,1
EQ-1522,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-07-24,2026-08-23,261,222,96300,Available,89.9,0,0
EQ-1523,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-07,2026-10-05,737,161,75900,Critical Shortage,90.6,0,0
EQ-1524,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-06,2026-08-20,443,294,59000,Available,96.6,0,0
EQ-1525,B07,Siliguri,ET05,Mobile Radar Unit,Air Defense,Operational,2026-07-08,2026-09-06,370,156,129000,Available,86.7,0,0
EQ-1526,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-05-22,2026-08-20,540,104,69700,Available,87.3,0,0
EQ-1527,B01,Lucknow,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-27,2026-10-25,573,113,66900,Available,96.6,0,0
EQ-1528,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-14,2026-08-13,453,177,18000,Available,82.9,0,0
EQ-1529,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-02,2026-08-31,448,186,20000,Available,96.2,0,0
EQ-1530,B06,Jodhpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-27,2026-08-26,324,134,19800,Available,94.3,0,0
EQ-1531,B02,Kanpur,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-04,2026-09-02,502,203,20400,Available,95.1,0,0
EQ-1532,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-23,2026-08-22,247,100,15200,Available,87.5,0,0
EQ-1533,B07,Siliguri,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-06-19,2026-08-03,358,256,72300,Critical Shortage,59.5,20,1
EQ-1534,B03,Bhopal,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-06-22,2026-08-06,279,187,84900,Critical Shortage,53.9,4,1
EQ-1535,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-06-23,2026-08-07,294,220,50800,Available,93.9,0,0
EQ-1536,B04,Delhi,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-17,2026-08-31,370,262,62300,Available,91.5,0,0
EQ-1537,B03,Bhopal,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-07-23,2026-09-21,353,136,19900,Available,85.6,0,0
EQ-1538,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-08-05,2026-09-19,354,236,55700,Available,90.6,0,0
EQ-1539,B02,Kanpur,ET03,Field Diesel Generator,Power Logistics,Maintenance,2026-06-29,2026-08-13,460,320,102500,Low,56.0,3,1
EQ-1540,B02,Kanpur,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-12,2026-09-10,754,166,77300,Low,83.5,0,0
EQ-1541,B02,Kanpur,ET04,Tactical UAV Launcher,Surveillance Systems,Operational,2026-08-02,2026-09-01,281,236,93500,Available,84.7,0,0
EQ-1542,B05,Leh,ET01,Heavy Tactical Truck,Transport Fleet,Operational,2026-06-19,2026-08-18,317,124,17800,Critical Shortage,88.5,0,0
EQ-1543,B01,Lucknow,ET03,Field Diesel Generator,Power Logistics,Operational,2026-07-20,2026-09-03,412,291,62900,Critical Shortage,83.9,0,0
EQ-1544,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-07-28,2026-10-26,1260,267,82800,Available,82.3,0,0
EQ-1545,B03,Bhopal,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-27,2026-09-25,317,71,55200,Available,95.5,0,0
EQ-1546,B04,Delhi,ET02,Armored Personnel Carrier (APC),Combat Armor,Operational,2026-06-29,2026-09-27,709,155,69100,Low,94.0,0,0
